z,RA,Dec,Chi,dl_FLRW,dl_Lan,rel_Corr
0.01,260.0,20.0,29.909405303811262,30.208499356849376,30.642870642118332,0.01437910834754755
0.01,260.0,25.0,29.909405303811262,30.208499356849376,30.715064087253207,0.01676894718998928
0.01,260.0,30.0,29.909405303811262,30.208499356849376,30.781264832539705,0.01896040809324276
0.01,260.0,35.0,29.909405303811262,30.208499356849376,30.839369555182113,0.020883864202598846
0.01,260.0,40.0,29.909405303811262,30.208499356849376,30.88751044762308,0.022477484987010604
0.01,260.0,45.0,29.909405303811262,30.208499356849376,30.924124566676657,0.02368953192191666
0.01,260.0,50.0,29.909405303811262,30.208499356849376,30.94801380984417,0.02448034390119801
0.01,260.0,55.0,29.909405303811262,30.208499356849376,30.95839208123229,0.02482389858312784
0.01,260.0,60.0,29.909405303811262,30.208499356849376,30.954916795220782,0.024708855264674607
0.01,260.0,65.0,29.909405303811262,30.208499356849376,30.93770274350776,0.02413901392599449
0.01,260.0,70.0,29.909405303811262,30.208499356849376,30.907317439332832,0.023133161109011077
0.01,260.0,75.0,29.909405303811262,30.208499356849376,30.864758237567656,0.021724312517678163
0.01,260.0,80.0,29.909405303811262,30.208499356849376,30.81141268151067,0.01995840036736521
0.01,260.0,85.0,29.909405303811262,30.208499356849376,30.74900452243629,0.017892486455615995
0.01,270.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,270.0,-85.0,29.909405303811262,30.208499356849376,30.612441772370044,0.013371813367785907
0.01,270.0,-80.0,29.909405303811262,30.208499356849376,30.540601618828607,0.010993669631057938
0.01,270.0,-75.0,29.909405303811262,30.208499356849376,30.46624399046547,0.008532189254798256
0.01,270.0,-70.0,29.909405303811262,30.208499356849376,30.39165069989931,0.006062907689865175
0.01,270.0,-65.0,29.909405303811262,30.208499356849376,30.319077835960734,0.003660508845709634
0.01,270.0,-60.0,29.909405303811262,30.208499356849376,30.25068884629111,0.0013966099058200269
0.01,270.0,-55.0,29.909405303811262,30.208499356849376,30.188494120088063,-0.0006622386807431946
0.01,270.0,-50.0,29.909405303811262,30.208499356849376,30.134298188613027,-0.002456301035010668
0.01,270.0,-45.0,29.909405303811262,30.208499356849376,30.089655115430862,-0.0039341325768825165
0.01,270.0,-40.0,29.909405303811262,30.208499356849376,30.05583221727426,-0.005053780983016731
0.01,270.0,-35.0,29.909405303811262,30.208499356849376,30.033781961684216,-0.005783716466721703
0.01,270.0,-30.0,29.909405303811262,30.208499356849376,30.02412173186746,-0.006103501627269971
0.01,270.0,-25.0,29.909405303811262,30.208499356849376,30.02712111944826,-0.006004212101320035
0.01,270.0,-20.0,29.909405303811262,30.208499356849376,30.042696477041034,-0.005488616890555694
0.01,270.0,-15.0,29.909405303811262,30.208499356849376,30.070412601835958,-0.004571122629502847
0.01,270.0,-10.0,29.909405303811262,30.208499356849376,30.10949159092414,-0.0032774804453431384
0.01,270.0,-5.0,29.909405303811262,30.208499356849376,30.158829069195885,-0.0016442487614740627
0.01,270.0,0.0,29.909405303811262,30.208499356849376,30.21701810222664,0.0002819982971227488
0.01,270.0,5.0,29.909405303811262,30.208499356849376,30.282381133742238,0.0024457281382998233
0.01,270.0,10.0,29.909405303811262,30.208499356849376,30.353010200397772,0.004783780943280434
0.01,270.0,15.0,29.909405303811262,30.208499356849376,30.426815455892115,0.007226975973344268
0.01,270.0,20.0,29.909405303811262,30.208499356849376,30.501581675776922,0.009701982063570978
0.01,270.0,25.0,29.909405303811262,30.208499356849376,30.575031925084975,0.012133425229297067
0.01,270.0,30.0,29.909405303811262,30.208499356849376,30.644896984614423,0.014446186902895468
0.01,270.0,35.0,29.909405303811262,30.208499356849376,30.708988500503956,0.016567825423645162
0.01,270.0,40.0,29.909405303811262,30.208499356849376,30.765273215605287,0.018431033338624614
0.01,270.0,45.0,29.909405303811262,30.208499356849376,30.811945141250913,0.019976026523962798
0.01,270.0,50.0,29.909405303811262,30.208499356849376,30.847492216171702,0.021152750812742503
0.01,270.0,55.0,29.909405303811262,30.208499356849376,30.870753945025186,0.021922790018553136
0.01,270.0,60.0,29.909405303811262,30.208499356849376,30.880966755943287,0.022260867418474967
0.01,270.0,65.0,29.909405303811262,30.208499356849376,30.87779437169707,0.02215585113783343
0.01,270.0,70.0,29.909405303811262,30.208499356849376,30.86134131732104,0.021611201296685336
0.01,270.0,75.0,29.909405303811262,30.208499356849376,30.832148712899475,0.02064483073730352
0.01,270.0,80.0,29.909405303811262,30.208499356849376,30.79117261773937,0.01928838814556603
0.01,270.0,85.0,29.909405303811262,30.208499356849376,30.739746280877608,0.017586008419440975
0.01,280.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,280.0,-85.0,29.909405303811262,30.208499356849376,30.62172039824524,0.013678966191419555
0.01,280.0,-80.0,29.909405303811262,30.208499356849376,30.557058085280993,0.011538432423078483
0.01,280.0,-75.0,29.909405303811262,30.208499356849376,30.4875813071199,0.009238524131032206
0.01,280.0,-70.0,29.909405303811262,30.208499356849376,30.415453628985674,0.006850862391129485
0.01,280.0,-65.0,29.909405303811262,30.208499356849376,30.342890669422204,0.0044487914141407734
0.01,280.0,-60.0,29.909405303811262,30.208499356849376,30.27209020620282,0.0021050648230568764
0.01,280.0,-55.0,29.909405303811262,30.208499356849376,30.205166595778397,-0.0001103252773866807
0.01,280.0,-50.0,29.909405303811262,30.208499356849376,30.144091260482693,-0.002132118368603387
0.01,280.0,-45.0,29.909405303811262,30.208499356849376,30.090640407502917,-0.003901516190996707
0.01,280.0,-40.0,29.909405303811262,30.208499356849376,30.046350614497637,-0.005367653005079671
0.01,280.0,-35.0,29.909405303811262,30.208499356849376,30.01248249135463,-0.00648879850598412
0.01,280.0,-30.0,29.909405303811262,30.208499356849376,29.989992329033626,-0.007233296339369654
0.01,280.0,-25.0,29.909405303811262,30.208499356849376,29.979511479493908,-0.007580246693172643
0.01,280.0,-20.0,29.909405303811262,30.208499356849376,29.981333164696746,-0.007519942962712018
0.01,280.0,-15.0,29.909405303811262,30.208499356849376,29.995406465116396,-0.007054070750610282
0.01,280.0,-10.0,29.909405303811262,30.208499356849376,30.021337358426287,-0.006195673482888659
0.01,280.0,-5.0,29.909405303811262,30.208499356849376,30.058396831427714,-0.004968883877630562
0.01,280.0,0.0,29.909405303811262,30.208499356849376,30.105536235073544,-0.0034084156435426624
0.01,280.0,5.0,29.909405303811262,30.208499356849376,30.161410156192982,-0.0015588063511574467
0.01,280.0,10.0,29.909405303811262,30.208499356849376,30.22440710578239,0.0005265984498301454
0.01,280.0,15.0,29.909405303811262,30.208499356849376,30.292688243881475,0.0027869271504548697
0.01,280.0,20.0,29.909405303811262,30.208499356849376,30.36423415572909,0.005155330526023108
0.01,280.0,25.0,29.909405303811262,30.208499356849376,30.436899356610997,0.007560786024607088
0.01,280.0,30.0,29.909405303811262,30.208499356849376,30.508473743508418,0.00993013201733338
0.01,280.0,35.0,29.909405303811262,30.208499356849376,30.57674965918486,0.012190287838710033
0.01,280.0,40.0,29.909405303811262,30.208499356849376,30.639592636992745,0.014270595670804983
0.01,280.0,45.0,29.909405303811262,30.208499356849376,30.695013317671954,0.01610520122418034
0.01,280.0,50.0,29.909405303811262,30.208499356849376,30.741237548825016,0.017635374259491333
0.01,280.0,55.0,29.909405303811262,30.208499356849376,30.776771370895865,0.018811659835649565
0.01,280.0,60.0,29.909405303811262,30.208499356849376,30.800457526781155,0.01959574896253697
0.01,280.0,65.0,29.909405303811262,30.208499356849376,30.811520348651328,0.019961964501398668
0.01,280.0,70.0,29.909405303811262,30.208499356849376,30.809596384305312,0.01989827499722011
0.01,280.0,75.0,29.909405303811262,30.208499356849376,30.794748896212887,0.019406774644387746
0.01,280.0,80.0,29.909405303811262,30.208499356849376,30.76746533101233,0.018503599518796016
0.01,280.0,85.0,29.909405303811262,30.208499356849376,30.72863791777044,0.017218285316881497
0.01,290.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,290.0,-85.0,29.909405303811262,30.208499356849376,30.632814309788557,0.01404621090001187
0.01,290.0,-80.0,29.909405303811262,30.208499356849376,30.57746194743496,0.012213866906365459
0.01,290.0,-75.0,29.909405303811262,30.208499356849376,30.515237704261573,0.010154041211671306
0.01,290.0,-70.0,29.909405303811262,30.208499356849376,30.448104985330076,0.007931728936623538
0.01,290.0,-65.0,29.909405303811262,30.208499356849376,30.378155992269814,0.00561618878899967
0.01,290.0,-60.0,29.909405303811262,30.208499356849376,30.30754201342597,0.0032786354398679518
0.01,290.0,-55.0,29.909405303811262,30.208499356849376,30.238405225656997,0.0009899819403255984
0.01,290.0,-50.0,29.909405303811262,30.208499356849376,30.1728143412289,-0.00118129057650077
0.01,290.0,-45.0,29.909405303811262,30.208499356849376,30.112705879071203,-0.0031710770087111937
0.01,290.0,-40.0,29.909405303811262,30.208499356849376,30.059832275927544,-0.004921365976033606
0.01,290.0,-35.0,29.909405303811262,30.208499356849376,30.015717539085063,-0.006381707859334625
0.01,290.0,-30.0,29.909405303811262,30.208499356849376,29.98162072136786,-0.007510423897639626
0.01,290.0,-25.0,29.909405303811262,30.208499356849376,29.958507195522518,-0.008275557099799324
0.01,290.0,-20.0,29.909405303811262,30.208499356849376,29.947027525966934,-0.008655571658615217
0.01,290.0,-15.0,29.909405303811262,30.208499356849376,29.947503672958664,-0.008639809637930143
0.01,290.0,-10.0,29.909405303811262,30.208499356849376,29.95992229760731,-0.00822871259858541
0.01,290.0,-5.0,29.909405303811262,30.208499356849376,29.983935037503237,-0.007433812474210894
0.01,290.0,0.0,29.909405303811262,30.208499356849376,30.01886575856171,-0.006277491511496535
0.01,290.0,5.0,29.909405303811262,30.208499356849376,30.063724923071423,-0.004792506640854605
0.01,290.0,10.0,29.909405303811262,30.208499356849376,30.117231311063794,-0.0030212704281481497
0.01,290.0,15.0,29.909405303811262,30.208499356849376,30.1778413587959,-0.0010148798750748511
0.01,290.0,20.0,29.909405303811262,30.208499356849376,30.24378630660009,0.0011681132959923996
0.01,290.0,25.0,29.909405303811262,30.208499356849376,30.313117159448165,0.0034631909835359117
0.01,290.0,30.0,29.909405303811262,30.208499356849376,30.383757150231347,0.005801605412823296
0.01,290.0,35.0,29.909405303811262,30.208499356849376,30.45356096625342,0.008112339726285589
0.01,290.0,40.0,29.909405303811262,30.208499356849376,30.520379479822868,0.010324250777547506
0.01,290.0,45.0,29.909405303811262,30.208499356849376,30.58212815849568,0.012368333733916244
0.01,290.0,50.0,29.909405303811262,30.208499356849376,30.63685678002301,0.014180029868862257
0.01,290.0,55.0,29.909405303811262,30.208499356849376,30.682817612632213,0.015701483552022045
0.01,290.0,60.0,29.909405303811262,30.208499356849376,30.7185289160304,0.016883644339829862
0.01,290.0,65.0,29.909405303811262,30.208499356849376,30.7428305362706,0.01768810734718169
0.01,290.0,70.0,29.909405303811262,30.208499356849376,30.754928551073288,0.018088591153403846
0.01,290.0,75.0,29.909405303811262,30.208499356849376,30.75442638300639,0.018071967750136895
0.01,290.0,80.0,29.909405303811262,30.208499356849376,30.741340511072785,0.017638782646202392
0.01,290.0,85.0,29.909405303811262,30.208499356849376,30.71609981559509,0.016803233181148566
0.01,300.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,300.0,-85.0,29.909405303811262,30.208499356849376,30.64545169363707,0.014464549583414579
0.01,300.0,-80.0,29.909405303811262,30.208499356849376,30.601451986572794,0.013008015561498564
0.01,300.0,-75.0,29.909405303811262,30.208499356849376,30.548945533480918,0.011269880460127972
0.01,300.0,-70.0,29.909405303811262,30.208499356849376,30.48960682865343,0.009305575509837795
0.01,300.0,-65.0,29.909405303811262,30.208499356849376,30.425308229005125,0.0071770818402665795
0.01,300.0,-60.0,29.909405303811262,30.208499356849376,30.35805469343073,0.004950770139710457
0.01,300.0,-55.0,29.909405303811262,30.208499356849376,30.28991682643581,0.0026951841806063
0.01,300.0,-50.0,29.909405303811262,30.208499356849376,30.222964946693487,0.00047885827340276747
0.01,300.0,-45.0,29.909405303811262,30.208499356849376,30.159206477646112,-0.0016317553090265864
0.01,300.0,-40.0,29.909405303811262,30.208499356849376,30.100528447928937,-0.0035741897551743104
0.01,300.0,-35.0,29.909405303811262,30.208499356849376,30.048646360654082,-0.005291656308609384
0.01,300.0,-30.0,29.909405303811262,30.208499356849376,30.005060199627113,-0.0067345006059075984
0.01,300.0,-25.0,29.909405303811262,30.208499356849376,29.97101792994297,-0.007861410926145932
0.01,300.0,-20.0,29.909405303811262,30.208499356849376,29.947486545811678,-0.008640376602438472
0.01,300.0,-15.0,29.909405303811262,30.208499356849376,29.935130528972735,-0.009049401118783367
0.01,300.0,-10.0,29.909405303811262,30.208499356849376,29.934297501166387,-0.00907697706012719
0.01,300.0,-5.0,29.909405303811262,30.208499356849376,29.94501086672528,-0.008722329666612703
0.01,300.0,0.0,29.909405303811262,30.208499356849376,29.96696932089668,-0.007995433109719643
0.01,300.0,5.0,29.909405303811262,30.208499356849376,29.99955321508599,-0.006916799781913368
0.01,300.0,10.0,29.909405303811262,30.208499356849376,30.041837888242778,-0.0055170389842224814
0.01,300.0,15.0,29.909405303811262,30.208499356849376,30.092614160331664,-0.0038361785254134918
0.01,300.0,20.0,29.909405303811262,30.208499356849376,30.150416207777734,-0.0019227419536969968
0.01,300.0,25.0,29.909405303811262,30.208499356849376,30.213556975468634,0.00016742369620924825
0.01,300.0,30.0,29.909405303811262,30.208499356849376,30.280171106803806,0.0023725690279341534
0.01,300.0,35.0,29.909405303811262,30.208499356849376,30.3482650850443,0.004626702125911194
0.01,300.0,40.0,29.909405303811262,30.208499356849376,30.415773882655284,0.006861463833651432
0.01,300.0,45.0,29.909405303811262,30.208499356849376,30.480622933681325,0.009008179241788433
0.01,300.0,50.0,29.909405303811262,30.208499356849376,30.54079371766626,0.011000028730044926
0.01,300.0,55.0,29.909405303811262,30.208499356849376,30.594390727551673,0.012774264823413005
0.01,300.0,60.0,29.909405303811262,30.208499356849376,30.63970715388836,0.014274386554101137
0.01,300.0,65.0,29.909405303811262,30.208499356849376,30.675286321416277,0.015452173213002168
0.01,300.0,70.0,29.909405303811262,30.208499356849376,30.69997582160793,0.016269476313695623
0.01,300.0,75.0,29.909405303811262,30.208499356849376,30.7129714374947,0.01669967364767298
0.01,300.0,80.0,29.909405303811262,30.208499356849376,30.71384836841666,0.01672870292554597
0.01,300.0,85.0,29.909405303811262,30.208499356849376,30.702577912183095,0.016355614011051227
0.01,310.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,310.0,-85.0,29.909405303811262,30.208499356849376,30.659289039559322,0.014922610930944316
0.01,310.0,-80.0,29.909405303811262,30.208499356849376,30.628461479161388,0.013902117988419418
0.01,310.0,-75.0,29.909405303811262,30.208499356849376,30.58804304925979,0.012564135938263919
0.01,310.0,-70.0,29.909405303811262,30.208499356849376,30.539332368738304,0.010951653307264187
0.01,310.0,-65.0,29.909405303811262,30.208499356849376,30.483881342136772,0.009116043204739997
0.01,310.0,-60.0,29.909405303811262,30.208499356849376,30.423439190703515,0.007115210567565247
0.01,310.0,-55.0,29.909405303811262,30.208499356849376,30.359891517341183,0.005011575010841482
0.01,310.0,-50.0,29.909405303811262,30.208499356849376,30.295197200428472,0.0028699818072704148
0.01,310.0,-45.0,29.909405303811262,30.208499356849376,30.23132570412476,0.0007556266534704848
0.01,310.0,-40.0,29.909405303811262,30.208499356849376,30.170197035085156,-0.0012679319588755635
0.01,310.0,-35.0,29.909405303811262,30.208499356849376,30.113626126792486,-0.0031406138032930167
0.01,310.0,-30.0,29.909405303811262,30.208499356849376,30.06327295324969,-0.004807468318241941
0.01,310.0,-25.0,29.909405303811262,30.208499356849376,30.020599217099782,-0.006220108371817877
0.01,310.0,-20.0,29.909405303811262,30.208499356849376,29.98683206473341,-0.007337911410210699
0.01,310.0,-15.0,29.909405303811262,30.208499356849376,29.962934979175678,-0.008128982998224264
0.01,310.0,-10.0,29.909405303811262,30.208499356849376,29.949585801955017,-0.008570884367205534
0.01,310.0,-5.0,29.909405303811262,30.208499356849376,29.94716173551105,-0.008651128884330813
0.01,310.0,0.0,29.909405303811262,30.208499356849376,29.955731164525925,-0.008367452793253011
0.01,310.0,5.0,29.909405303811262,30.208499356849376,29.97505218601286,-0.007727863872972737
0.01,310.0,10.0,29.909405303811262,30.208499356849376,30.004577826649932,-0.0067504687270474205
0.01,310.0,15.0,29.909405303811262,30.208499356849376,30.043468021337194,-0.0054630762542252995
0.01,310.0,20.0,29.909405303811262,30.208499356849376,30.090608498387926,-0.003902572486928887
0.01,310.0,25.0,29.909405303811262,30.208499356849376,30.144636735117007,-0.0021140613765009294
0.01,310.0,30.0,29.909405303811262,30.208499356849376,30.203975088221398,-0.00014976806939444664
0.01,310.0,35.0,29.909405303811262,30.208499356849376,30.266871048747053,0.001932293663718324
0.01,310.0,40.0,29.909405303811262,30.208499356849376,30.331444314083647,0.004069879664724092
0.01,310.0,45.0,29.909405303811262,30.208499356849376,30.39574001449272,0.006198277360006846
0.01,310.0,50.0,29.909405303811262,30.208499356849376,30.457786998983646,0.008252235213324178
0.01,310.0,55.0,29.909405303811262,30.208499356849376,30.515659609947512,0.010168007667964192
0.01,310.0,60.0,29.909405303811262,30.208499356849376,30.56754090652407,0.011885448046702888
0.01,310.0,65.0,29.909405303811262,30.208499356849376,30.611784891363772,0.0133500684608802
0.01,310.0,70.0,29.909405303811262,30.208499356849376,30.646975015062747,0.014514976498293093
0.01,310.0,75.0,29.909405303811262,30.208499356849376,30.671976131743396,0.01534259512261853
0.01,310.0,80.0,29.909405303811262,30.208499356849376,30.68597719700179,0.015806076114937968
0.01,310.0,85.0,29.909405303811262,30.208499356849376,30.68852235065136,0.015890329014080908
0.01,320.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,320.0,-85.0,29.909405303811262,30.208499356849376,30.67391662102386,0.015406831656103298
0.01,320.0,-80.0,29.909405303811262,30.208499356849376,30.65771535508637,0.014870516834698137
0.01,320.0,-75.0,29.909405303811262,30.208499356849376,30.631449491027503,0.014001030941056225
0.01,320.0,-70.0,29.909405303811262,30.208499356849376,30.595966286294033,0.012826420964098662
0.01,320.0,-65.0,29.909405303811262,30.208499356849376,30.55240368303685,0.011384356505928138
0.01,320.0,-60.0,29.909405303811262,30.208499356849376,30.5021483176178,0.009720739759350014
0.01,320.0,-55.0,29.909405303811262,30.208499356849376,30.446785645489978,0.007888054478501383
0.01,320.0,-50.0,29.909405303811262,30.208499356849376,30.388044669067405,0.005943536290799558
0.01,320.0,-45.0,29.909405303811262,30.208499356849376,30.327739815707247,0.0039472486683068625
0.01,320.0,-40.0,29.909405303811262,30.208499356849376,30.267712387759108,0.0019601447331181066
0.01,320.0,-35.0,29.909405303811262,30.208499356849376,30.209773734212384,4.2186053267757466e-05
0.01,320.0,-30.0,29.909405303811262,30.208499356849376,30.15565192280568,-0.0017494226846363732
0.01,320.0,-25.0,29.909405303811262,30.208499356849376,30.106943275127705,-0.0033618380218759826
0.01,320.0,-20.0,29.909405303811262,30.208499356849376,30.065069714189793,-0.004747989662288987
0.01,320.0,-15.0,29.909405303811262,30.208499356849376,30.031242504132653,-0.005867780806415194
0.01,320.0,-10.0,29.909405303811262,30.208499356849376,30.006432662944732,-0.006689067587159976
0.01,320.0,-5.0,29.909405303811262,30.208499356849376,29.991348115929245,-0.0071884153646610905
0.01,320.0,0.0,29.909405303811262,30.208499356849376,29.98641753226867,-0.007351633788798283
0.01,320.0,5.0,29.909405303811262,30.208499356849376,29.99178074078255,-0.0071740940689161035
0.01,320.0,10.0,29.909405303811262,30.208499356849376,30.007285636878358,-0.006660831363852443
0.01,320.0,15.0,29.909405303811262,30.208499356849376,30.03249154792603,-0.0058264333770502745
0.01,320.0,20.0,29.909405303811262,30.208499356849376,30.06667909260715,-0.004694713979894263
0.01,320.0,25.0,29.909405303811262,30.208499356849376,30.108866623877606,-0.0032981688959396096
0.01,320.0,30.0,29.909405303811262,30.208499356849376,30.157833358895935,-0.001677210024732746
0.01,320.0,35.0,29.909405303811262,30.208499356849376,30.212149249975663,0.00012082338427899367
0.01,320.0,40.0,29.909405303811262,30.208499356849376,30.270211521640952,0.0020428742276331307
0.01,320.0,45.0,29.909405303811262,30.208499356849376,30.33028758199185,0.004031588054203109
0.01,320.0,50.0,29.909405303811262,30.208499356849376,30.39056371441999,0.006026924920033457
0.01,320.0,55.0,29.909405303811262,30.208499356849376,30.4491985834257,0.007967930605654084
0.01,320.0,60.0,29.909405303811262,30.208499356849376,30.504380174215587,0.009794621502743675
0.01,320.0,65.0,29.909405303811262,30.208499356849376,30.554384370315027,0.011449923724437636
0.01,320.0,70.0,29.909405303811262,30.208499356849376,30.59763300583922,0.012881594825120486
0.01,320.0,75.0,29.909405303811262,30.208499356849376,30.63274896191071,0.014044047671806748
0.01,320.0,80.0,29.909405303811262,30.208499356849376,30.65860575867758,0.014899992101929651
0.01,320.0,85.0,29.909405303811262,30.208499356849376,30.674369162233447,0.015421812248295023
0.01,330.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,330.0,-85.0,29.909405303811262,30.208499356849376,30.688869526491867,0.0159018216683966
0.01,330.0,-80.0,29.909405303811262,30.208499356849376,30.688247295436188,0.015881223788034148
0.01,330.0,-75.0,29.909405303811262,30.208499356849376,30.677682008307787,0.015531478274243815
0.01,330.0,-70.0,29.909405303811262,30.208499356849376,30.657514675953554,0.014863873699915105
0.01,330.0,-65.0,29.909405303811262,30.208499356849376,30.628394352911677,0.01389989589029667
0.01,330.0,-60.0,29.909405303811262,30.208499356849376,30.591253890528773,0.012670425271972638
0.01,330.0,-55.0,29.909405303811262,30.208499356849376,30.547275629538294,0.011214601185149765
0.01,330.0,-50.0,29.909405303811262,30.208499356849376,30.497848839709988,0.009578412997036462
0.01,330.0,-45.0,29.909405303811262,30.208499356849376,30.44452103810784,0.007813088577170666
0.01,330.0,-40.0,29.909405303811262,30.208499356849376,30.388945465221482,0.00597335558580764
0.01,330.0,-35.0,29.909405303811262,30.208499356849376,30.332826975111438,0.004115650260987555
0.01,330.0,-30.0,29.909405303811262,30.208499356849376,30.277868425790214,0.002296342765040617
0.01,330.0,-25.0,29.909405303811262,30.208499356849376,30.225719376717464,0.0005700389041067226
0.01,330.0,-20.0,29.909405303811262,30.208499356849376,30.177928555601014,-0.0010119933760110115
0.01,330.0,-15.0,29.909405303811262,30.208499356849376,30.135901190916332,-0.0024032364228176507
0.01,330.0,-10.0,29.909405303811262,30.208499356849376,30.100861958663355,-0.003563149460504989
0.01,330.0,-5.0,29.909405303811262,30.208499356849376,30.073823991811587,-0.004458194478543447
0.01,330.0,0.0,29.909405303811262,30.208499356849376,30.055564167627907,-0.005062654301852729
0.01,330.0,5.0,29.909405303811262,30.208499356849376,30.04660472939791,-0.005359240971854523
0.01,330.0,10.0,29.909405303811262,30.208499356849376,30.047201212441454,-0.0053394954347955985
0.01,330.0,15.0,29.909405303811262,30.208499356849376,30.057336618782053,-0.005003980379218954
0.01,330.0,20.0,29.909405303811262,30.208499356849376,30.076721802955976,-0.004362267464422187
0.01,330.0,25.0,29.909405303811262,30.208499356849376,30.10480207166546,-0.00343271885037889
0.01,330.0,30.0,29.909405303811262,30.208499356849376,30.140770038715317,-0.002242061657349541
0.01,330.0,35.0,29.909405303811262,30.208499356849376,30.18358479047851,-0.0008247535263686561
0.01,330.0,40.0,29.909405303811262,30.208499356849376,30.231997384839374,0.0007778614790631467
0.01,330.0,45.0,29.909405303811262,30.208499356849376,30.28458261143564,0.002518604240730314
0.01,330.0,50.0,29.909405303811262,30.208499356849376,30.339776773003983,0.004345711271647229
0.01,330.0,55.0,29.909405303811262,30.208499356849376,30.3959210054234,0.006204268750990769
0.01,330.0,60.0,29.909405303811262,30.208499356849376,30.451309346769083,0.00803780376679502
0.01,330.0,65.0,29.909405303811262,30.208499356849376,30.504240413731644,0.009789994974219568
0.01,330.0,70.0,29.909405303811262,30.208499356849376,30.55307117832712,0.011406452780303987
0.01,330.0,75.0,29.909405303811262,30.208499356849376,30.596270998798207,0.012836507943282232
0.01,330.0,80.0,29.909405303811262,30.208499356849376,30.632473790542807,0.014034938600725255
0.01,330.0,85.0,29.909405303811262,30.208499356849376,30.660526069418125,0.014963560659833189
0.01,340.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820011
0.01,340.0,-85.0,29.909405303811262,30.208499356849376,30.703644110242283,0.01639090864937784
0.01,340.0,-80.0,29.909405303811262,30.208499356849376,30.718937271109606,0.016897162226778846
0.01,340.0,-75.0,29.909405303811262,30.208499356849376,30.724916567271247,0.017095096460154963
0.01,340.0,-70.0,29.909405303811262,30.208499356849376,30.721389443698325,0.01697833714909978
0.01,340.0,-65.0,29.909405303811262,30.208499356849376,30.70846951271015,0.01655064523247853
0.01,340.0,-60.0,29.909405303811262,30.208499356849376,30.6865722965424,0.01582577585353065
0.01,340.0,-55.0,29.909405303811262,30.208499356849376,30.656399736663936,0.014826965567655868
0.01,340.0,-50.0,29.909405303811262,30.208499356849376,30.61891431262058,0.013586075591608151
0.01,340.0,-45.0,29.909405303811262,30.208499356849376,30.57530414372885,0.012142436555568493
0.01,340.0,-40.0,29.909405303811262,30.208499356849376,30.52694085444355,0.01054145370918492
0.01,340.0,-35.0,29.909405303811262,30.208499356849376,30.475332240119744,0.008833040003685812
0.01,340.0,-30.0,29.909405303811262,30.208499356849376,30.42207186495976,0.007069947619293365
0.01,340.0,-25.0,29.909405303811262,30.208499356849376,30.36878766783976,0.005306066650213771
0.01,340.0,-20.0,29.909405303811262,30.208499356849376,30.317091469745844,0.0035947536358452896
0.01,340.0,-15.0,29.909405303811262,30.208499356849376,30.268531004460566,0.0019872436198185854
0.01,340.0,-10.0,29.909405303811262,30.208499356849376,30.22454577218191,0.0005311887605861383
0.01,340.0,-5.0,29.909405303811262,30.208499356849376,30.18642768303938,-0.0007306444967446517
0.01,340.0,0.0,29.909405303811262,30.208499356849376,30.15528714743028,-0.001761497941043327
0.01,340.0,5.0,29.909405303811262,30.208499356849376,30.132025007506833,-0.0025315507546125695
0.01,340.0,10.0,29.909405303811262,30.208499356849376,30.117310503721978,-0.003018648892492083
0.01,340.0,15.0,29.909405303811262,30.208499356849376,30.111565336779666,-0.0032088326839622558
0.01,340.0,20.0,29.909405303811262,30.208499356849376,30.114953814320792,-0.0030966630094247166
0.01,340.0,25.0,29.909405303811262,30.208499356849376,30.127379051566358,-0.002685347071523005
0.01,340.0,30.0,29.909405303811262,30.208499356849376,30.148485208922708,-0.0019866643231008924
0.01,340.0,35.0,29.909405303811262,30.208499356849376,30.177665776908807,-0.001020692209048081
0.01,340.0,40.0,29.909405303811262,30.208499356849376,30.21407793809287,0.00018466926071345548
0.01,340.0,45.0,29.909405303811262,30.208499356849376,30.256663026181553,0.0015943747739079802
0.01,340.0,50.0,29.909405303811262,30.208499356849376,30.304173045920837,0.003167111611248148
0.01,340.0,55.0,29.909405303811262,30.208499356849376,30.355203100822195,0.004856373110091364
0.01,340.0,60.0,29.909405303811262,30.208499356849376,30.408229392531567,0.006611716567671921
0.01,340.0,65.0,29.909405303811262,30.208499356849376,30.46165220814506,0.008380186261661647
0.01,340.0,70.0,29.909405303811262,30.208499356849376,30.513843012021745,0.010107872342991374
0.01,340.0,75.0,29.909405303811262,30.208499356849376,30.563194428894413,0.01174156544007912
0.01,340.0,80.0,29.909405303811262,30.208499356849376,30.60817157674859,0.013230455944796684
0.01,340.0,85.0,29.909405303811262,30.208499356849376,30.647362919050224,0.014527817387305526
0.01,350.0,-90.0,29.909405303811262,30.208499356849376,30.679528596917653,0.015592606388820148
